0 0 0
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
2.144e+17 3.06095e+17 2.62507e+34
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
7.33709e+11 7.38017e+12 2.16596e+24
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
0 0 0
